Time [s], II
1.856,-0.09375
1.864,-0.054688
1.872,-0.0039062
1.88,0.085938
1.888,0.0097656
1.896,-0.089844
1.904,-0.16992
1.912,-0.27344
1.92,-0.33984
1.928,-0.17969
1.936,-0.099609
1.944,-0.064453
1.952,-0.048828
1.96,-0.054688
1.968,-0.048828
1.976,-0.054688
1.984,-0.035156
1.992,-0.044922
2,-0.025391
2.008,-0.029297
2.016,-0.013672
2.024,-0.025391
2.032,-0.0097656
2.04,-0.019531
2.048,-0.0039062
2.056,-0.0039062
2.064,0.0097656
2.072,0
2.08,0.015625
2.088,0.0097656
2.096,0.025391
2.104,0.025391
2.112,0.035156
2.12,0.041016
2.128,0.054688
2.136,0.054688
2.144,0.064453
2.152,0.070312
2.16,0.060547
2.168,0.064453
2.176,0.050781
2.184,0.035156
2.192,0.025391
2.2,0.03125
2.208,0.015625
2.216,0.0058594
2.224,-0.0039062
2.232,0
2.24,-0.019531
2.248,-0.013672
2.256,-0.025391
2.264,-0.013672
2.272,-0.025391
2.28,-0.025391
2.288,-0.029297
2.296,-0.019531
2.304,-0.025391
2.312,-0.025391
2.32,-0.048828
2.328,-0.070312
2.336,-0.11914
2.344,-0.16992
2.352,-0.26953
2.36,-0.41406
2.368,-0.49805
2.376,-0.49805
2.384,-0.49805
2.392,-0.49805
2.4,-0.49805
2.408,-0.49805
2.416,-0.49805
2.424,-0.49805
2.432,-0.49805
2.44,-0.19336
2.448,0.099609
2.456,0.17969
2.464,0.22461
2.472,0.22461
2.48,0.25
2.488,0.25
2.496,0.26953
2.504,0.27539
2.512,0.28516
2.52,0.29102
2.528,0.30469
2.536,0.31445
2.544,0.33984
2.552,0.35547
2.56,0.38086
2.568,0.39453
2.576,0.41602
2.584,0.43555
2.592,0.45508
2.6,0.46484
2.608,0.4707
2.616,0.48047
2.624,0.46484
2.632,0.44922
2.64,0.41992
2.648,0.39062
2.656,0.33594
2.664,0.29492
2.672,0.23438
2.68,0.18945
2.688,0.13086
2.696,0.089844
2.704,0.041016
2.712,0.019531
2.72,-0.013672
2.728,-0.025391
2.736,-0.054688
2.744,-0.058594
2.752,-0.074219
2.76,-0.080078
2.768,-0.074219
2.776,-0.083984
2.784,-0.089844
2.792,-0.09375
2.8,-0.089844
2.808,-0.09375
2.816,-0.089844
2.824,-0.10352
2.832,-0.09375
2.84,-0.099609
2.848,-0.09375
2.856,-0.099609
2.864,-0.089844
2.872,-0.09375
2.88,-0.074219
2.888,-0.09375
2.896,-0.083984
2.904,-0.09375
2.912,-0.080078
2.92,-0.089844
2.928,-0.080078
2.936,-0.083984
2.944,-0.074219
2.952,-0.080078
2.96,-0.083984
2.968,-0.074219
2.976,-0.070312
2.984,-0.054688
2.992,-0.035156
3,-0.025391
3.008,-0.0039062
3.016,0.0097656
3.024,-0.0039062
3.032,0
3.04,-0.025391
3.048,0
3.056,0
3.064,0.0058594
3.072,-0.074219
3.08,-0.089844
3.088,-0.10352
3.096,-0.089844
3.104,-0.10352
3.112,-0.09375
3.12,-0.099609
3.128,-0.09375
3.136,-0.099609
3.144,-0.058594
3.152,-0.0039062
3.16,0.085938
3.168,-0.013672
3.176,-0.10938
3.184,-0.17969
3.192,-0.29883
3.2,-0.34375
3.208,-0.17969
3.216,-0.10352
3.224,-0.080078
3.232,-0.064453
3.24,-0.074219
3.248,-0.058594
3.256,-0.064453
3.264,-0.048828
3.272,-0.054688
3.28,-0.039062
3.288,-0.048828
3.296,-0.035156
3.304,-0.039062
3.312,-0.029297
3.32,-0.025391
3.328,-0.029297
3.336,-0.025391
3.344,-0.0097656
3.352,-0.0097656
3.36,0
3.368,0
3.376,0.0058594
3.384,0.015625
3.392,0.0058594
3.4,0.019531
3.408,0.015625
3.416,0.025391
3.424,0.019531
3.432,0.03125
3.44,0.019531
3.448,0.035156
3.456,0.019531
3.464,0.019531
3.472,0.015625
3.48,0.019531
3.488,0.0097656
3.496,0.015625
3.504,0
3.512,0.0058594
3.52,0
3.528,0
3.536,-0.019531
3.544,-0.0097656
3.552,-0.013672
3.56,-0.0097656
3.568,-0.025391
3.576,-0.013672
3.584,-0.019531
3.592,-0.025391
3.6,-0.013672
3.608,-0.025391
3.616,-0.0097656
3.624,-0.013672
3.632,0.015625
3.64,0.019531
3.648,0.044922
3.656,0.041016
3.664,0.035156
3.672,0.019531
3.68,0.019531
3.688,0.019531
3.696,0.025391
3.704,-0.0039062
3.712,-0.044922
3.72,-0.080078
3.728,-0.074219
3.736,-0.083984
3.744,-0.074219
3.752,-0.083984
3.76,-0.080078
3.768,-0.089844
3.776,-0.09375
3.784,-0.054688
3.792,-0.0039062
3.8,0.064453
3.808,0
3.816,-0.10938
3.824,-0.18945
3.832,-0.29492
3.84,-0.34375
3.848,-0.17383
3.856,-0.089844
3.864,-0.058594
3.872,-0.054688
3.88,-0.044922
3.888,-0.048828
3.896,-0.029297
3.904,-0.039062
3.912,-0.029297
3.92,-0.029297
3.928,-0.025391
3.936,-0.025391
3.944,-0.013672
3.952,-0.019531
3.96,-0.0097656
3.968,-0.013672
3.976,-0.0039062
3.984,0
3.992,0.0058594
4,0.0097656
4.008,0
4.016,0.019531
4.024,0.015625
4.032,0.03125
4.04,0.041016
4.048,0.050781
4.056,0.044922
4.064,0.060547
4.072,0.050781
4.08,0.060547
4.088,0.044922
4.096,0.050781
4.104,0.025391
4.112,0.03125
4.12,0.0097656
4.128,0.015625
4.136,0
4.144,0
4.152,-0.019531
4.16,-0.025391
4.168,-0.035156
4.176,-0.029297
4.184,-0.025391
4.192,-0.035156
4.2,-0.025391
4.208,-0.029297
4.216,-0.025391
4.224,-0.044922
4.232,-0.039062
4.24,-0.048828
4.248,-0.044922
4.256,-0.048828
4.264,-0.025391
4.272,-0.0039062
4.28,0.015625
4.288,0.025391
4.296,0.044922
4.304,0.019531
4.312,0.025391
4.32,0.0097656
4.328,0.025391
4.336,0.019531
4.344,0.025391
4.352,-0.039062
4.36,-0.058594
4.368,-0.074219
4.376,-0.080078
4.384,-0.070312
4.392,-0.074219
4.4,-0.074219
4.408,-0.064453
4.416,-0.058594
4.424,-0.074219
4.432,-0.0097656
4.44,0.070312
4.448,0.11133
4.456,-0.048828
4.464,-0.1543
4.472,-0.22852
4.48,-0.30469
4.488,-0.21875
4.496,-0.083984
4.504,-0.048828
4.512,-0.029297
4.52,-0.039062
4.528,-0.019531
4.536,-0.025391
4.544,-0.019531
4.552,-0.025391
4.56,-0.0039062
4.568,0
4.576,-0.0097656
4.584,0
4.592,0.0058594
4.6,0
4.608,0.015625
4.616,0.019531
4.624,0.015625
4.632,0.03125
4.64,0.025391
4.648,0.035156
4.656,0.019531
4.664,0.044922
4.672,0.044922
4.68,0.054688
4.688,0.054688
4.696,0.064453
4.704,0.060547
4.712,0.070312
4.72,0.054688
4.728,0.076172
4.736,0.054688
4.744,0.044922
4.752,0.03125
4.76,0.035156
4.768,0.025391
4.776,0.03125
4.784,0
4.792,-0.0039062
4.8,0
4.808,-0.0097656
4.816,-0.0039062
4.824,-0.013672
4.832,-0.0097656
4.84,-0.025391
4.848,0
4.856,-0.025391
4.864,-0.025391
4.872,-0.0039062
4.88,-0.019531
4.888,-0.013672
4.896,-0.0097656
4.904,-0.019531
4.912,0.019531
4.92,0.015625
4.928,0.035156
4.936,0.035156
4.944,0.03125
4.952,0.03125
4.96,0.025391
4.968,0.019531
4.976,0.025391
4.984,0.0097656
4.992,-0.029297
5,-0.064453
5.008,-0.064453
5.016,-0.080078
5.024,-0.074219
5.032,-0.070312
5.04,-0.058594
5.048,-0.048828
5.056,-0.058594
5.064,-0.035156
5.072,0
5.08,0.070312
5.088,0.089844
5.096,-0.048828
5.104,-0.14844
5.112,-0.20898
5.12,-0.30859
5.128,-0.22461
5.136,-0.10352
5.144,-0.054688
5.152,-0.048828
5.16,-0.044922
5.168,-0.048828
5.176,-0.035156
5.184,-0.029297
5.192,-0.035156
5.2,-0.025391
5.208,-0.025391
5.216,-0.029297
5.224,-0.025391
5.232,-0.019531
5.24,-0.025391
5.248,-0.0097656
5.256,-0.019531
5.264,-0.0097656
5.272,-0.0039062
5.28,0
5.288,0
5.296,0.019531
5.304,0.0097656
5.312,0.03125
5.32,0.025391
5.328,0.044922
5.336,0.035156
5.344,0.050781
5.352,0.044922
5.36,0.050781
5.368,0.041016
5.376,0.044922
5.384,0.025391
5.392,0.019531
5.4,0.0097656
5.408,0.0058594
5.416,-0.0039062
5.424,-0.013672
5.432,-0.0097656
5.44,-0.025391
5.448,-0.029297
5.456,-0.035156
5.464,-0.025391
5.472,-0.044922
5.48,-0.035156
5.488,-0.039062
5.496,-0.029297
5.504,-0.039062
5.512,-0.025391
5.52,-0.029297
5.528,-0.019531
5.536,-0.029297
5.544,-0.025391
5.552,-0.019531
5.56,0.0058594
5.568,0.0097656
5.576,0.044922
5.584,0.044922
5.592,0.035156
5.6,0.019531
5.608,0.0097656
5.616,0.019531
5.624,0.025391
5.632,0.03125
5.64,-0.029297
5.648,-0.054688
5.656,-0.074219
5.664,-0.080078
5.672,-0.083984
5.68,-0.074219
5.688,-0.080078
5.696,-0.074219
5.704,-0.080078
5.712,-0.054688
5.72,-0.025391
5.728,0.064453
5.736,0.089844
5.744,-0.058594
5.752,-0.17383
5.76,-0.25977
5.768,-0.35938
5.776,-0.21875
5.784,-0.11523
5.792,-0.070312
5.8,-0.054688
5.808,-0.039062
5.816,-0.035156
5.824,-0.048828
5.832,-0.029297
5.84,-0.035156
5.848,-0.025391
5.856,-0.019531
5.864,-0.013672
5.872,-0.019531
5.88,-0.0097656
5.888,-0.019531
5.896,0
5.904,0
5.912,0.0097656
5.92,0
5.928,0.019531
5.936,0.015625
5.944,0.019531
5.952,0.019531
5.96,0.041016
5.968,0.035156
5.976,0.050781
5.984,0.044922
5.992,0.054688
6,0.050781
6.008,0.044922
6.016,0.054688
6.024,0.041016
6.032,0.044922
6.04,0.03125
6.048,0.015625
6.056,0.0097656
6.064,0.015625
6.072,-0.0097656
6.08,-0.013672
6.088,-0.025391
6.096,-0.013672
6.104,-0.025391
6.112,-0.013672
6.12,-0.025391
6.128,-0.019531
6.136,-0.029297
6.144,-0.019531
6.152,-0.035156
6.16,-0.025391
6.168,-0.035156
6.176,-0.025391
6.184,-0.039062
6.192,-0.025391
6.2,-0.0097656
6.208,0.015625
6.216,0.019531
6.224,0.041016
6.232,0.025391
6.24,0.03125
6.248,0.015625
6.256,0.0058594
6.264,0.03125
6.272,0.019531
6.28,-0.013672
6.288,-0.058594
6.296,-0.070312
6.304,-0.074219
6.312,-0.074219
6.32,-0.083984
6.328,-0.074219
6.336,-0.083984
6.344,-0.074219
6.352,-0.083984
6.36,-0.029297
6.368,0.019531
6.376,0.089844
6.384,-0.035156
6.392,-0.1543
6.4,-0.22461
6.408,-0.31445
6.416,-0.33398
6.424,-0.11523
6.432,-0.070312
6.44,-0.044922
6.448,-0.035156
6.456,-0.039062
6.464,-0.029297
6.472,-0.035156
6.48,-0.019531
6.488,-0.025391
6.496,-0.0097656
6.504,-0.013672
6.512,0
6.52,-0.0039062
6.528,0.0058594
6.536,-0.0039062
6.544,0.0058594
6.552,0
6.56,0.015625
6.568,0.015625
6.576,0.019531
6.584,0.025391
6.592,0.019531
6.6,0.041016
6.608,0.054688
6.616,0.054688
6.624,0.064453
6.632,0.070312
6.64,0.054688
6.648,0.070312
6.656,0.064453
6.664,0.054688
6.672,0.044922
6.68,0.041016
6.688,0.035156
6.696,0.041016
6.704,0.015625
6.712,0.019531
6.72,0
6.728,0.0058594
6.736,-0.0097656
6.744,0
6.752,-0.019531
6.76,-0.0039062
6.768,-0.019531
6.776,-0.0039062
6.784,-0.0097656
6.792,0
6.8,-0.019531
6.808,-0.013672
6.816,-0.0097656
6.824,-0.025391
6.832,-0.0039062
6.84,-0.0097656
6.848,0.015625
6.856,0.03125
6.864,0.044922
6.872,0.044922
6.88,0.044922
6.888,0.025391
6.896,0.019531
6.904,0.019531
6.912,0.03125
6.92,0.0058594
6.928,-0.039062
6.936,-0.070312
6.944,-0.064453
6.952,-0.074219
6.96,-0.070312
6.968,-0.083984
6.976,-0.074219
6.984,-0.080078
6.992,-0.074219
7,-0.058594
7.008,-0.013672
7.016,0.054688
7.024,0.060547
7.032,-0.125
7.04,-0.19922
7.048,-0.29492
7.056,-0.33984
7.064,-0.17383
7.072,-0.083984
7.08,-0.054688
7.088,-0.048828
7.096,-0.039062
7.104,-0.048828
7.112,-0.029297
7.12,-0.035156
7.128,-0.025391
7.136,-0.029297
7.144,-0.019531
7.152,-0.019531
7.16,0
7.168,-0.0097656
7.176,0.0097656
7.184,0
7.192,0.0097656
7.2,0.0058594
7.208,0.019531
7.216,0.0097656
7.224,0.019531
7.232,0.019531
7.24,0.041016
7.248,0.044922
7.256,0.044922
7.264,0.054688
7.272,0.050781
7.28,0.060547
7.288,0.054688
7.296,0.070312
7.304,0.060547
7.312,0.044922
7.32,0.035156
7.328,0.044922
7.336,0.035156
7.344,0.025391
7.352,0
7.36,0.0058594
7.368,-0.019531
7.376,-0.0097656
7.384,-0.025391
7.392,-0.0097656
7.4,-0.029297
7.408,-0.019531
7.416,-0.013672
7.424,-0.025391
7.432,-0.019531
7.44,-0.025391
7.448,-0.0097656
7.456,-0.019531
7.464,-0.013672
7.472,-0.025391
7.48,-0.0097656
7.488,0.0097656
7.496,0.019531
7.504,0.03125
7.512,0.044922
7.52,0.019531
7.528,0.03125
7.536,0.015625
7.544,0.03125
7.552,0.019531
7.56,0.041016
7.568,-0.029297
7.576,-0.039062
7.584,-0.048828
7.592,-0.054688
7.6,-0.074219
7.608,-0.064453
7.616,-0.064453
7.624,-0.054688
7.632,-0.064453
7.64,-0.044922
7.648,-0.0097656
7.656,0.076172
7.664,0.10547
7.672,-0.058594
7.68,-0.1543
7.688,-0.22852
7.696,-0.30859
7.704,-0.21484
7.712,-0.089844
7.72,-0.058594
7.728,-0.044922
7.736,-0.048828
7.744,-0.013672
7.752,-0.025391
7.76,-0.0039062
7.768,-0.025391
7.776,-0.025391
7.784,-0.013672
7.792,0
7.8,0.0058594
7.808,0.015625
7.816,-0.0039062
7.824,0.0097656
7.832,0.015625
7.84,0.019531
7.848,0.025391
7.856,0.041016
7.864,0.044922
7.872,0.03125
7.88,0.044922
7.888,0.041016
7.896,0.060547
7.904,0.054688
7.912,0.054688
7.92,0.064453
7.928,0.080078
7.936,0.076172
7.944,0.085938
7.952,0.070312
7.96,0.070312
7.968,0.050781
7.976,0.054688
7.984,0.035156
7.992,0.03125
8,0.015625
